,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
8127,level_7,level_5,level_5,level_7,TiGenix,68285880.0,success,6,Health Care & Biotechnology,1370.0,4437.0,21,Europe
8128,level_2,level_5,level_0,level_5,Voxbone,1522481.0,success,1,Information Technology,1003.0,0.0,16,Europe
8129,level_2,level_2,level_0,level_3,Yuntaa,1472100.0,failure,1,Real Estate,518.0,0.0,15,Europe
8130,level_6,level_1,level_3,level_1,Actcat,38730470.0,failure,3,Information Technology,125.0,779.0,9,Asia
8131,level_2,level_7,level_0,level_5,"astamuse company, ltd.",5000000.0,failure,1,Services,2558.0,0.0,16,Asia
8132,level_8,level_2,level_5,level_6,Brightcove,198007660.0,success,8,Data Science,425.0,3268.0,17,Asia
8133,level_6,level_5,level_0,level_1,connectFree,38730470.0,failure,1,Information Technology,1285.0,0.0,11,Asia
8134,level_5,level_0,level_4,level_1,CrowdWorks,14570000.0,success,5,Other,0.0,1011.0,10,Asia
8135,level_5,level_2,level_3,level_7,DeNA,19362564.0,success,3,Commerce & Marketing,385.0,617.0,22,Asia
8136,level_1,level_0,level_0,level_2,Double R Group,100000.0,failure,1,Commerce & Marketing,0.0,0.0,12,Asia
8137,level_6,level_7,level_0,level_6,Dream Link Entertainment,38730470.0,success,1,Services,4138.0,0.0,20,Asia
8138,level_1,level_2,level_0,level_1,EverConnect,200000.0,failure,1,Information Technology,497.0,0.0,11,Asia
8139,level_1,level_1,level_0,level_1,Finatext Ltd,300000.0,failure,1,Services,116.0,0.0,7,Asia
8140,level_2,level_5,level_2,level_1,FreakOut,5414717.0,success,2,Media & Publishing,892.0,430.0,11,Asia
8141,level_6,level_2,level_0,level_7,G-mode,38730470.0,success,1,Game & Applications,398.0,0.0,21,Asia
8142,level_6,level_7,level_0,level_7,GaiaX,38730470.0,success,1,Commerce & Marketing,2064.0,0.0,22,Asia
8143,level_8,level_0,level_5,level_6,GREE,152197920.0,success,4,Game & Applications,0.0,2664.0,17,Asia
8144,level_5,level_1,level_2,level_1,Gunosy,24100000.0,success,3,Electronics,83.0,503.0,9,Asia
8145,level_6,level_8,level_0,level_7,Hottolink,38730470.0,success,1,Data Science,4568.0,0.0,21,Asia
8146,level_6,level_1,level_0,level_1,IEMO,38730470.0,success,1,Information Technology,112.0,0.0,8,Asia
8147,level_1,level_0,level_0,level_7,Infoteria Corporation,200000.0,success,1,Information Technology,0.0,0.0,23,Asia
8148,level_2,level_5,level_0,level_2,Istpika,2396740.0,success,1,Design & Platforms,638.0,0.0,12,Asia
8149,level_6,level_6,level_0,level_7,iStyle Inc.,38730470.0,success,1,Consumer Goods,1543.0,0.0,22,Asia
8150,level_6,level_2,level_0,level_7,ITmedia KK,38730470.0,failure,1,Media & Publishing,417.0,0.0,22,Asia
8151,level_2,level_7,level_0,level_6,"LOCKON CO.,LTD.",2100000.0,success,1,Information Technology,2592.0,0.0,20,Asia
8152,level_6,level_2,level_0,level_7,Macromill,38730470.0,success,1,Data Science,225.0,0.0,21,Asia
8153,level_1,level_1,level_0,level_1,Miew,60000.0,failure,1,Information Technology,38.0,0.0,10,Asia
8154,level_2,level_1,level_3,level_2,milog,5000000.0,failure,2,Information Technology,123.0,655.0,12,Asia
8155,level_2,level_2,level_3,level_1,Moneytree,1600000.0,failure,2,Services,569.0,708.0,9,Asia
8156,level_2,level_2,level_0,level_1,Muse & Co,3400000.0,success,1,Information Technology,502.0,0.0,9,Asia
8157,level_8,level_8,level_4,level_7,NanoCarrier Co,124592504.0,success,2,Health Care & Biotechnology,5869.0,1331.0,25,Asia
8158,level_6,level_7,level_0,level_7,NEXT Co,38730470.0,success,1,Real Estate,3379.0,0.0,24,Asia
8159,level_2,level_2,level_2,level_2,NOBOT,1649028.0,success,3,Media & Publishing,191.0,371.0,12,Asia
8160,level_6,level_5,level_0,level_7,OKWave,38730470.0,success,1,Information Technology,1253.0,0.0,22,Asia
8161,level_1,level_2,level_0,level_2,Open Source Food,10000.0,success,1,Media & Publishing,288.0,0.0,14,Asia
8162,level_5,level_5,level_0,level_2,Pokelabo,12000000.0,success,1,Information Technology,943.0,0.0,14,Asia
8163,level_1,level_1,level_2,level_1,Prosbee Inc.,240000.0,failure,2,Community and Lifestyle,37.0,328.0,9,Asia
8164,level_7,level_7,level_4,level_7,Rakuten,42400000.0,success,2,Information Technology,3357.0,1457.0,24,Asia
8165,level_6,level_1,level_0,level_7,Salesforce Japan,38730470.0,success,1,Information Technology,6.0,0.0,21,Asia
8166,level_5,level_5,level_3,level_6,ScanSafe,28500000.0,success,2,Privacy and Security,1146.0,740.0,17,Asia
8167,level_5,level_3,level_4,level_6,Six Apart,22600000.0,success,3,Media & Publishing,599.0,1043.0,20,Asia
8168,level_1,level_1,level_0,level_1,SmartDocs (Teknowmics),248811.0,failure,1,Information Technology,40.0,0.0,11,Asia
8169,level_2,level_2,level_0,level_1,Spotlight,1858875.0,success,1,Electronics,363.0,0.0,10,Asia
8170,level_1,level_1,level_3,level_1,tritrue,1300000.0,failure,2,Information Technology,15.0,819.0,9,Asia
8171,level_6,level_7,level_0,level_7,V-cube Japan,38730470.0,failure,1,Information Technology,4065.0,0.0,23,Asia
8172,level_1,level_2,level_4,level_1,WebPay,1340000.0,success,3,Information Technology,275.0,1183.0,11,Asia
8173,level_1,level_7,level_0,level_2,webrage,1215845.0,failure,1,Design & Platforms,2326.0,0.0,12,Asia
8174,level_1,level_0,level_0,level_0,Action Plan Manager a.s.,242563.0,failure,1,Game & Applications,0.0,0.0,6,Europe
8175,level_6,level_0,level_0,level_1,Lekar.sk,38730470.0,success,1,Health Care & Biotechnology,0.0,0.0,10,Europe
8176,level_1,level_2,level_0,level_1,Mapiliary,53491.0,failure,1,Transportation,304.0,0.0,8,Europe
8177,level_2,level_2,level_4,level_2,ActSocial,2574004.0,success,2,Media & Publishing,567.0,1188.0,12,Asia
8178,level_4,level_5,level_2,level_7,Affinnova,10500000.0,success,2,Media & Publishing,1285.0,405.0,21,Asia
8179,level_1,level_8,level_0,level_7,Amaru,592365.0,failure,1,Information Technology,4689.0,0.0,22,Asia
8180,level_1,level_2,level_0,level_1,AppMakr,1000000.0,success,1,Information Technology,297.0,0.0,11,Asia
8181,level_2,level_5,level_0,level_1,Asia Pacific Digital,4099999.0,success,1,Media & Publishing,651.0,0.0,9,Asia
8182,level_6,level_7,level_0,level_5,Asian Food Channel,38730470.0,success,1,Services,2191.0,0.0,16,Asia
8183,level_5,level_7,level_0,level_7,Audience,15000000.0,success,1,Media & Publishing,3137.0,0.0,21,Asia
8184,level_1,level_0,level_0,level_1,Bidstalk,500000.0,success,1,Media & Publishing,0.0,0.0,8,Asia
8185,level_6,level_4,level_5,level_5,Bubbly,40000000.0,success,5,Media & Publishing,618.0,2173.0,16,Asia
8186,level_1,level_0,level_0,level_2,CartMomo,25000.0,failure,1,Commerce & Marketing,0.0,0.0,14,Asia
8187,level_1,level_0,level_0,level_2,ClickingHouse,50000.0,failure,1,Information Technology,0.0,0.0,12,Asia
8188,level_6,level_8,level_0,level_7,Consistel,38730470.0,failure,1,Services,4298.0,0.0,25,Asia
8189,level_6,level_8,level_0,level_7,Data Security Systems Solutions,38730470.0,success,1,Privacy and Security,4488.0,0.0,23,Asia
8190,level_6,level_7,level_2,level_6,Digital Marketing Solutions,38730470.0,failure,2,Media & Publishing,2130.0,427.0,19,Asia
8191,level_1,level_0,level_0,level_1,Drone Box,39240.31,failure,1,Science & Engineering,0.0,0.0,7,Asia
8192,level_1,level_0,level_2,level_2,e994,94000.0,failure,2,Information Technology,0.0,366.0,12,Asia
8193,level_8,level_8,level_0,level_8,Flextronics International,200000000.0,success,1,Electronics,12479.0,0.0,52,Asia
8194,level_1,level_0,level_2,level_1,Flocations,623500.0,success,3,Data Science,0.0,317.0,9,Asia
8195,level_1,level_5,level_0,level_2,Game Ventures,620000.0,success,1,Game & Applications,1061.0,0.0,12,Asia
8196,level_7,level_6,level_4,level_2,gumi,94000000.0,success,3,Game & Applications,1799.0,942.0,14,Asia
8197,level_6,level_2,level_4,level_1,Gushcloud,38730470.0,success,2,Media & Publishing,423.0,1261.0,10,Asia
8198,level_1,level_0,level_0,level_1,HundredApples,50000.0,failure,1,Education,0.0,0.0,10,Asia
8199,level_6,level_5,level_5,level_7,Intalio,39617280.0,success,6,Information Technology,858.0,4063.0,22,Asia
8200,level_1,level_0,level_2,level_1,iTwin,1298773.0,success,2,Services,0.0,84.0,9,Asia
8201,level_1,level_0,level_0,level_1,EVERFANS,50000.0,failure,1,Information Technology,0.0,0.0,9,Asia
8202,level_2,level_7,level_0,level_3,KAI Square,3200000.0,failure,1,Information Technology,3035.0,0.0,15,Asia
8203,level_5,level_2,level_4,level_1,Luxola,15600000.0,success,5,Commerce & Marketing,330.0,1167.0,10,Asia
8204,level_6,level_0,level_0,level_1,LuxTicket.sg,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,9,Asia
8205,level_7,level_6,level_4,level_2,Metaps,52500000.0,success,4,Data Science,1571.0,1147.0,14,Asia
8206,level_7,level_2,level_5,level_5,Mig Me,44600000.0,success,6,Information Technology,522.0,3049.0,16,Asia
8207,level_5,level_0,level_4,level_1,MyCube,15107000.0,failure,2,Media & Publishing,0.0,988.0,11,Asia
8208,level_2,level_5,level_0,level_1,Nonstop Games,2900000.0,success,1,Other,808.0,0.0,10,Asia
8209,level_6,level_1,level_3,level_1,PriceArea,38730470.0,success,2,Commerce & Marketing,101.0,681.0,11,Asia
8210,level_2,level_7,level_0,level_6,Procera Networks,4195000.0,success,1,Electronics,3055.0,0.0,20,Asia
8211,level_1,level_0,level_2,level_3,Prosperity Financial Services Pte Ltd,370000.0,failure,2,Services,0.0,337.0,15,Asia
8212,level_2,level_1,level_5,level_6,Raise Partner,5695176.0,failure,3,Data Science,150.0,4017.0,20,Asia
8213,level_1,level_0,level_0,level_1,Roadhop,40000.0,failure,1,Transportation,0.0,0.0,11,Asia
8214,level_8,level_7,level_3,level_7,S*Bio,143500000.0,failure,3,Health Care & Biotechnology,3215.0,703.0,21,Asia
8215,level_1,level_5,level_0,level_2,Stream Media,1000000.0,failure,1,Electronics,709.0,0.0,12,Asia
8216,level_1,level_0,level_0,level_2,Talenz,50000.0,failure,1,Information Technology,0.0,0.0,13,Asia
8217,level_1,level_2,level_0,level_1,travelmob,1000000.0,success,1,Other,465.0,0.0,10,Asia
8218,level_1,level_0,level_0,level_1,TripFlick Travel Guide,100000.0,failure,1,Travel and Tourism,0.0,0.0,10,Asia
8219,level_2,level_5,level_2,level_1,VOLITIONRX,4000000.0,success,2,Health Care & Biotechnology,1519.0,228.0,11,Asia
8220,level_1,level_0,level_4,level_2,Zopim,392000.0,success,3,Messaging and Telecommunication,0.0,1130.0,13,Asia
8221,level_7,level_8,level_0,level_8,Acucar Guarani,45400000.0,failure,1,Manufacturing,12398.0,0.0,45,South America
8222,level_6,level_1,level_0,level_1,Admatic,38730470.0,success,1,Data Science,122.0,0.0,8,South America
8223,level_6,level_0,level_0,level_1,Adtrade,38730470.0,failure,1,Media & Publishing,0.0,0.0,8,South America
8224,level_1,level_8,level_0,level_8,Aeromot,243000.0,failure,1,Science & Engineering,6695.0,0.0,54,South America
8225,level_5,level_5,level_0,level_1,Beleza.Com,26499972.0,failure,1,Commerce & Marketing,1257.0,0.0,9,South America
8226,level_1,level_0,level_0,level_2,BlooBox,50000.0,failure,1,Media & Publishing,0.0,0.0,12,South America
8227,level_6,level_0,level_0,level_3,Bolsa de Mulher Group,38730470.0,success,1,Information Technology,0.0,0.0,15,South America
8228,level_5,level_1,level_2,level_2,Brandsclub,17000000.0,failure,2,Commerce & Marketing,57.0,381.0,12,South America
8229,level_8,level_1,level_0,level_2,Brenco,200000000.0,success,1,Information Technology,73.0,0.0,14,South America
8230,level_2,level_1,level_2,level_7,Buscape,6500000.0,success,2,Commerce & Marketing,153.0,225.0,22,South America
8231,level_1,level_2,level_0,level_2,Codemedia,60000.0,failure,1,Electronics,276.0,0.0,12,South America
8232,level_6,level_5,level_0,level_2,Coquelux,38730470.0,success,1,Commerce & Marketing,1340.0,0.0,13,South America
8233,level_8,level_8,level_0,level_8,CPM Braxis,100000000.0,success,1,Services,9650.0,0.0,39,South America
8234,level_2,level_0,level_2,level_1,CupomNow,1500000.0,failure,2,Commerce & Marketing,0.0,123.0,10,South America
8235,level_1,level_7,level_0,level_7,Digilab,362660.0,failure,1,Information Technology,1917.0,0.0,25,South America
8236,level_6,level_0,level_3,level_2,Digital Luxury,38730470.0,failure,2,Commerce & Marketing,0.0,731.0,13,South America
8237,level_1,level_0,level_0,level_2,Dindong,250000.0,failure,1,Information Technology,0.0,0.0,13,South America
8238,level_1,level_2,level_0,level_1,"Doctorfun Entertainment, Ltd",100000.0,failure,1,Game & Applications,212.0,0.0,8,South America
8239,level_1,level_0,level_0,level_2,DP7 Digital,100000.0,failure,1,Media & Publishing,0.0,0.0,12,South America
8240,level_1,level_0,level_0,level_1,Dude,30000.0,failure,1,Information Technology,0.0,0.0,7,South America
8241,level_1,level_5,level_0,level_7,Duroline,498000.0,failure,1,Services,1186.0,0.0,32,South America
8242,level_5,level_8,level_0,level_8,Elo Sistemas EletrÃ´nicos,16393442.0,failure,1,Services,11669.0,0.0,41,South America
8243,level_1,level_2,level_0,level_1,Envia LÃ¡,40000.0,failure,1,Game & Applications,325.0,0.0,9,South America
8244,level_6,level_7,level_0,level_1,ERPFlex,38730470.0,failure,1,Services,2093.0,0.0,11,South America
8245,level_1,level_0,level_0,level_1,Estrela Digital,1000000.0,failure,1,Media & Publishing,0.0,0.0,9,South America
8246,level_1,level_0,level_0,level_1,EzLike,100000.0,success,1,Media & Publishing,0.0,0.0,9,South America
8247,level_1,level_5,level_0,level_7,FK Biotecnologia,338834.0,failure,1,Health Care & Biotechnology,639.0,0.0,22,South America
8248,level_1,level_1,level_0,level_1,Food Brasil,110000.0,failure,1,Health Care & Biotechnology,146.0,0.0,11,South America
8249,level_1,level_0,level_0,level_2,Futuris.tk,10000.0,failure,1,Information Technology,0.0,0.0,12,South America
8250,level_1,level_7,level_0,level_7,Gesplan,242132.0,failure,1,Services,2038.0,0.0,24,South America
8251,level_6,level_7,level_0,level_7,iJigg.com,38730470.0,failure,1,Game & Applications,2710.0,0.0,21,South America
8252,level_1,level_1,level_0,level_1,Instapagar,550000.0,failure,1,Services,61.0,0.0,10,South America
8253,level_1,level_0,level_0,level_1,IPLSHOP Brasil,180000.0,failure,1,Commerce & Marketing,0.0,0.0,8,South America
8254,level_2,level_2,level_2,level_1,Lema21,4000000.0,success,2,Commerce & Marketing,354.0,299.0,9,South America
8255,level_1,level_2,level_0,level_1,Meeets,30000.0,failure,1,Events,217.0,0.0,7,South America
8256,level_1,level_7,level_0,level_8,Microinox,476000.0,failure,1,Transportation,2861.0,0.0,41,South America
8257,level_6,level_4,level_2,level_2,Navegg,38730470.0,success,2,Media & Publishing,630.0,228.0,13,South America
8258,level_6,level_0,level_4,level_1,olook,38730470.0,success,5,Commerce & Marketing,0.0,903.0,10,South America
8259,level_1,level_0,level_0,level_1,PagoPago,800000.0,failure,1,Media & Publishing,0.0,0.0,10,South America
8260,level_6,level_0,level_0,level_2,Samba Ventures,38730470.0,failure,1,Services,0.0,0.0,12,South America
8261,level_6,level_0,level_4,level_2,Scup,38730470.0,success,3,Information Technology,0.0,2007.0,12,South America
8262,level_1,level_0,level_3,level_1,Selo Reserva,225000.0,failure,2,Commerce & Marketing,0.0,609.0,9,South America
8263,level_6,level_0,level_2,level_1,Shoes4you,38730470.0,failure,2,Commerce & Marketing,0.0,92.0,10,South America
8264,level_1,level_2,level_0,level_1,Shopcliq,375000.0,success,1,Information Technology,213.0,0.0,9,South America
8265,level_1,level_0,level_0,level_2,Show de Ingressos,1500.0,success,1,Commerce & Marketing,0.0,0.0,12,South America
8266,level_6,level_6,level_0,level_1,SIEVE,38730470.0,success,1,Other,1579.0,0.0,11,South America
8267,level_1,level_1,level_0,level_1,Skedo,200000.0,failure,1,Information Technology,92.0,0.0,11,South America
8268,level_6,level_2,level_0,level_1,Sociall,38730470.0,failure,1,Information Technology,519.0,0.0,10,South America
8269,level_1,level_1,level_2,level_1,Sonoma,700000.0,failure,3,Commerce & Marketing,81.0,558.0,9,South America
8270,level_6,level_2,level_0,level_1,Trakgo,38730470.0,failure,1,Services,180.0,0.0,9,South America
8271,level_1,level_0,level_0,level_1,VÃ¡ de TÃ¡xi,517241.0,failure,1,Information Technology,0.0,0.0,8,South America
8272,level_1,level_8,level_0,level_8,Wallerius,233644.0,failure,1,Consumer Goods,18973.0,0.0,66,South America
8273,level_1,level_0,level_0,level_1,Zee.Dog,1000000.0,failure,1,Design & Platforms,0.0,0.0,9,South America
8274,level_1,level_1,level_2,level_1,ZeroPaper S/A,200000.0,success,2,Services,57.0,334.0,9,South America
8275,level_1,level_1,level_0,level_1,Zimp Recompensas,21929.824,failure,1,Commerce & Marketing,131.0,0.0,8,South America
8276,level_2,level_2,level_2,level_1,AddFleet,4160600.0,failure,2,Electronics,262.0,104.0,9,Europe
8277,level_6,level_7,level_0,level_6,Advanced Digital Design,38730470.0,success,1,Design & Platforms,2241.0,0.0,20,Europe
8278,level_5,level_7,level_0,level_6,Advanced In Vitro Cell Technologies,16211800.0,success,1,Health Care & Biotechnology,2523.0,0.0,20,Europe
8279,level_6,level_1,level_0,level_1,Agroptima,38730470.0,failure,1,Food & Agriculture,31.0,0.0,7,Europe
8280,level_2,level_0,level_4,level_1,Akamon Entertainment,5045650.0,success,3,Game & Applications,0.0,1059.0,10,Europe
8281,level_2,level_8,level_0,level_8,Alamak Espana Trade,6000000.0,failure,1,Natural Resources,14883.0,0.0,54,Europe
8282,level_5,level_7,level_0,level_7,arcplan Information Services AG,34060000.0,success,1,Data Science,3509.0,0.0,25,Europe
8283,level_2,level_5,level_2,level_2,Baobab Planet,1854110.0,failure,2,Media & Publishing,891.0,30.0,13,Europe
8284,level_2,level_0,level_0,level_1,Bettymovil,2000000.0,failure,1,Game & Applications,0.0,0.0,11,Europe
8285,level_2,level_0,level_0,level_1,Bevalley,1700000.0,failure,1,Data Science,0.0,0.0,11,Europe
8286,level_2,level_1,level_0,level_1,Blink Booking,4400000.0,success,1,Information Technology,60.0,0.0,9,Europe
8287,level_1,level_1,level_0,level_2,Bookioo,387700.0,failure,1,Information Technology,51.0,0.0,13,Europe
8288,level_5,level_2,level_3,level_3,BuyVIP,20000010.0,success,2,Commerce & Marketing,564.0,624.0,15,Europe
8289,level_1,level_5,level_0,level_5,BuyYourFriendADrink.com,625000.0,success,1,Commerce & Marketing,1044.0,0.0,16,Europe
8290,level_2,level_5,level_2,level_1,Carritus,1593610.0,failure,3,Commerce & Marketing,912.0,463.0,11,Europe
8291,level_8,level_5,level_4,level_6,Cellerix,115425740.0,failure,3,Health Care & Biotechnology,1339.0,880.0,17,Europe
8292,level_1,level_1,level_0,level_1,Club Santa Monica,692850.0,failure,1,Commerce & Marketing,150.0,0.0,11,Europe
8293,level_1,level_1,level_0,level_1,DocOnYou,550200.0,failure,1,Community and Lifestyle,139.0,0.0,11,Europe
8294,level_1,level_2,level_0,level_1,Doocuments,622125.0,failure,1,Information Technology,365.0,0.0,11,Europe
8295,level_6,level_0,level_0,level_2,DosYogures,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,12,Europe
8296,level_1,level_2,level_3,level_1,Ducksboard,747936.0,success,2,Data Science,416.0,662.0,10,Europe
8297,level_2,level_7,level_0,level_7,Enigma Software Productions,1410000.0,failure,1,Game & Applications,4285.0,0.0,25,Europe
8298,level_1,level_0,level_0,level_1,FindThatLead,188302.0,failure,1,Information Technology,0.0,0.0,7,Europe
8299,level_5,level_2,level_3,level_5,Gigle Networks,31000000.0,success,2,Community and Lifestyle,446.0,615.0,16,Europe
8300,level_1,level_2,level_0,level_1,Gonway,310000.0,failure,1,Information Technology,190.0,0.0,9,Europe
8301,level_1,level_7,level_0,level_6,IMASTE,999950.0,success,1,Information Technology,3045.0,0.0,18,Europe
8302,level_1,level_5,level_0,level_7,iMente,153439.0,success,1,Media & Publishing,1157.0,0.0,21,Europe
8303,level_2,level_5,level_4,level_5,Indisys,6447280.0,success,3,Information Technology,828.0,2061.0,16,Europe
8304,level_1,level_0,level_0,level_1,Internet college internation S.L.,148600.0,failure,1,Information Technology,0.0,0.0,10,Europe
8305,level_6,level_1,level_0,level_0,iQapla,38730470.0,failure,1,Services,104.0,0.0,6,Europe
8306,level_1,level_2,level_2,level_1,Knok,970000.0,failure,2,Information Technology,245.0,445.0,10,Europe
8307,level_1,level_2,level_3,level_1,Knox Media Hub,488605.0,failure,2,Other,456.0,640.0,9,Europe
8308,level_5,level_2,level_3,level_1,La Nevera Roja.com,14284977.0,success,4,Services,453.0,798.0,10,Europe
8309,level_2,level_4,level_0,level_5,LemonQuest,2550000.0,failure,1,Media & Publishing,632.0,0.0,16,Europe
8310,level_1,level_2,level_0,level_1,Letsdecco,52110.0,failure,1,Commerce & Marketing,218.0,0.0,9,Europe
8311,level_6,level_2,level_0,level_2,Linkua,38730470.0,failure,1,Education,328.0,0.0,14,Europe
8312,level_1,level_5,level_0,level_2,Litebi,748550.0,failure,1,Data Science,1023.0,0.0,14,Europe
8313,level_2,level_5,level_0,level_2,lucierna,2106600.0,success,1,Information Technology,839.0,0.0,12,Europe
8314,level_6,level_2,level_0,level_2,mgMEDIA,38730470.0,failure,1,Privacy and Security,463.0,0.0,12,Europe
8315,level_5,level_5,level_4,level_1,Minoryx Therapeutics,25849354.0,success,3,Health Care & Biotechnology,824.0,923.0,10,Europe
8316,level_2,level_6,level_2,level_6,mmCHANNEL,2977800.0,failure,2,Media & Publishing,1737.0,29.0,18,Europe
8317,level_1,level_1,level_0,level_1,mondeapp,234615.0,failure,1,Game & Applications,32.0,0.0,7,Europe
8318,level_6,level_0,level_0,level_1,Moviles.com,38730470.0,failure,1,Information Technology,0.0,0.0,11,Europe
8319,level_1,level_8,level_0,level_7,Nomadica Brainstorming,600000.0,failure,1,Services,7458.0,0.0,31,Europe
8320,level_5,level_7,level_0,level_7,NTRglobal,34000000.0,success,1,Information Technology,3074.0,0.0,21,Europe
8321,level_1,level_1,level_0,level_1,Ohlalapps,385980.0,failure,1,Information Technology,139.0,0.0,8,Europe
8322,level_2,level_7,level_0,level_6,Only-apartments,4700000.0,failure,1,Commerce & Marketing,4131.0,0.0,18,Europe
8323,level_2,level_2,level_4,level_2,Oonair,3098400.0,failure,2,Media & Publishing,498.0,987.0,12,Europe
8324,level_1,level_5,level_0,level_6,Openfinance,607200.0,success,1,Services,1442.0,0.0,19,Europe
8325,level_1,level_2,level_0,level_1,PLD Space,1320474.9,failure,1,Science & Engineering,476.0,0.0,10,Europe
8326,level_2,level_6,level_0,level_6,Polymita Technologies,3091250.0,success,1,Services,1574.0,0.0,19,Europe
8327,level_1,level_2,level_0,level_1,Pricebets,175916.0,failure,1,Sports,318.0,0.0,10,Europe
8328,level_1,level_0,level_2,level_1,PRUSLAND SL,1314175.0,failure,3,Media & Publishing,0.0,279.0,11,Europe
8329,level_1,level_7,level_0,level_2,RED INNOVA,52840.0,failure,1,Information Technology,1978.0,0.0,13,Europe
8330,level_2,level_5,level_0,level_2,Rockola Media Group,2037750.0,failure,1,Media & Publishing,999.0,0.0,14,Europe
8331,level_2,level_7,level_0,level_5,eyeOS,1445300.0,success,1,Information Technology,2159.0,0.0,16,Europe
8332,level_2,level_2,level_2,level_1,Saluspot,1470436.0,success,2,Health Care & Biotechnology,318.0,213.0,10,Europe
8333,level_2,level_2,level_2,level_1,SinDelantal,1851372.0,success,2,Services,161.0,258.0,11,Europe
8334,level_6,level_1,level_0,level_1,StopandWalk.com,38730470.0,failure,1,Design & Platforms,62.0,0.0,9,Europe
8335,level_3,level_5,level_3,level_6,Telemedicine Clinic,9711297.0,success,2,Health Care & Biotechnology,1277.0,804.0,19,Europe
8336,level_8,level_8,level_0,level_8,Telvent Git,103000010.0,success,1,Information Technology,16753.0,0.0,58,Europe
8337,level_1,level_0,level_0,level_2,Tenders.es,340966.0,success,1,Commerce & Marketing,0.0,0.0,12,Europe
8338,level_6,level_0,level_2,level_1,The Fab Shoes,38730470.0,success,2,Commerce & Marketing,0.0,182.0,9,Europe
8339,level_1,level_0,level_0,level_1,The Urban Roosters,37484.0,failure,1,Media & Publishing,0.0,0.0,7,Europe
8340,level_1,level_0,level_0,level_0,Timp.pro,126457.0,failure,1,Information Technology,0.0,0.0,6,Europe
8341,level_1,level_0,level_4,level_1,TouristEye,475000.0,success,3,Media & Publishing,0.0,1009.0,11,Europe
8342,level_1,level_6,level_0,level_3,Trovit,871000.0,success,1,Consumer Goods,1618.0,0.0,15,Europe
8343,level_5,level_5,level_0,level_3,Tuenti Technologies,12004200.0,success,1,Electronics,1423.0,0.0,15,Europe
8344,level_6,level_2,level_0,level_1,Unified App,38730470.0,failure,1,Information Technology,156.0,0.0,8,Europe
8345,level_1,level_7,level_0,level_6,VIDA Software,592000.0,failure,1,Information Technology,1825.0,0.0,20,Europe
8346,level_2,level_8,level_0,level_7,Virgin Play,3860000.0,failure,1,Game & Applications,4909.0,0.0,26,Europe
8347,level_2,level_1,level_2,level_3,Whisher,3159200.0,success,2,Information Technology,31.0,426.0,15,Europe
8348,level_1,level_5,level_0,level_1,wiseri,163524.0,failure,1,Information Technology,669.0,0.0,11,Europe
8349,level_6,level_5,level_0,level_2,wuaki.tv,38730470.0,success,1,Media & Publishing,973.0,0.0,12,Europe
8350,level_2,level_2,level_0,level_2,Yunait,2894000.0,success,1,Information Technology,539.0,0.0,12,Europe
8351,level_2,level_2,level_2,level_2,Zyncro,3805520.0,success,2,Information Technology,581.0,304.0,12,Europe
8352,level_2,level_0,level_3,level_5,adicate timeads,2900000.0,failure,3,Media & Publishing,0.0,760.0,16,Europe
8353,level_2,level_1,level_1,level_2,CatchTheEye,2600000.0,failure,2,Media & Publishing,25.0,5.0,13,Europe
8354,level_5,level_7,level_0,level_7,Colibria,12971851.0,success,1,Information Technology,2592.0,0.0,21,Europe
8355,level_5,level_5,level_0,level_2,Energy Micro,13000000.0,success,1,Media & Publishing,868.0,0.0,14,Europe
8356,level_2,level_5,level_4,level_1,Fronteer Solutions AS,1885043.0,failure,3,Services,929.0,1064.0,11,Europe
8357,level_2,level_5,level_0,level_1,mCASH,6625990.0,success,1,Electronics,1511.0,0.0,11,Europe
8358,level_5,level_7,level_0,level_7,Metallkraft AS,32540000.0,failure,1,Information Technology,3639.0,0.0,22,Europe
8359,level_6,level_8,level_0,level_7,Mintra Trainingportal,38730470.0,success,1,Services,6550.0,0.0,24,Europe
8360,level_5,level_8,level_0,level_7,Opera,13168035.0,success,1,Information Technology,6669.0,0.0,26,Europe
8361,level_2,level_7,level_0,level_7,Qt Software,6700000.0,success,1,Information Technology,4160.0,0.0,27,Europe
8362,level_2,level_0,level_0,level_2,Secondbrain,1500000.0,failure,1,Media & Publishing,0.0,0.0,14,Europe
8363,level_1,level_2,level_0,level_3,Secustream Technologies,796000.0,success,1,Information Technology,424.0,0.0,15,Europe
8364,level_2,level_8,level_4,level_8,Siving Egil Kvaleberg,7700000.0,failure,2,Information Technology,8922.0,1329.0,38,Europe
8365,level_2,level_2,level_3,level_6,T-VIPS,6940000.0,success,2,Commerce & Marketing,419.0,750.0,17,Europe
8366,level_1,level_2,level_0,level_1,Admazely,600000.0,failure,1,Media & Publishing,183.0,0.0,10,Europe
8367,level_6,level_2,level_0,level_2,Ahead,38730470.0,failure,1,Media & Publishing,458.0,0.0,14,Europe
